Blog	available	here	want	how	series	re	than	best	much	life	things	had	has	right	old	people	for	time	love	so	years	one	open	say	take	going	where	many	s	being	around	world	her	with	am	an	as	at	small	past	full	social	more	company	its	always	really	number	also	play	see	last	d	be	by	into	up	us	video	great	makes	next	this	high	could	system	should	email	ve	off	web	does	software	work	after	then	them	they	another	what	do	we	air	post	months	way	was	live	can	still	not	now	year	support	that	online	only	between	these	read	t	your	start	you	very	site	help	soon	since	pretty	during	x	both	look	while	some	doesn	go	facebook	announced	him	keep	need	i	well	home	he	using	even	new	ever	before	better	isn	don	m	said	three	website	is	it	in	if	make	just	down	finally	did	may	nbsp	thing	think	first	little	were	get	enough	those	same	money	users	two	through	part	most	find	point	big	google	back	few	looking	ll	day	have	latest	like	about	but	minutes	every	would	me	my	times	end	over	each	got	free	days	already	too	news	been	no	when	everything	says	today	name	she	any	good	check	week	blog	or	there	all	design	will	might	feel	story	his	are	long	twitter	called	app	use	from	something	our	out	their	which	who	why	book	know	because	getting	own	made	otherSchneier on Security	1	0	0	5	0	5	4	0	5	0	2	0	10	2	0	8	32	4	0	6	2	4	3	2	0	0	2	1	20	3	0	3	0	16	3	11	19	5	0	2	0	1	17	2	3	4	1	7	1	2	0	1	3	19	8	2	1	5	1	0	1	0	22	1	11	11	10	1	0	0	0	3	8	4	1	2	3	11	0	5	8	30	0	1	0	1	12	0	11	1	6	5	0	0	31	1	5	1	6	2	17	2	1	5	4	0	1	0	1	2	1	0	3	2	3	2	0	3	2	1	0	0	6	12	0	0	0	1	6	1	3	0	4	3	7	2	1	2	0	40	35	35	8	5	9	0	0	0	3	0	0	3	1	1	3	5	1	3	2	0	3	0	8	3	2	2	0	3	2	1	2	2	0	1	9	0	7	8	16	0	1	1	1	0	2	0	4	0	0	0	0	1	3	0	4	2	3	4	0	3	2	0	4	6	0	0	0	13	8	10	2	2	2	0	0	0	13	2	0	1	0	3	8	2	5	6	10	1	3	5	0	9	5	0	1	3	4
Derek Powazek	1	6	1	7	0	7	2	1	1	5	1	3	5	4	2	2	33	4	1	7	5	13	1	3	1	4	0	1	43	0	1	3	9	17	3	5	10	7	2	0	1	0	6	1	1	4	2	1	2	0	3	7	2	7	5	4	11	4	0	5	0	1	9	1	1	0	1	0	11	1	1	0	0	3	4	7	2	6	3	9	7	7	0	3	2	0	13	2	8	4	6	10	4	0	19	2	1	4	2	0	10	6	0	19	1	2	0	1	1	0	0	0	2	0	1	3	0	4	0	1	2	0	1	69	2	0	5	1	1	5	1	1	0	0	4	12	3	4	0	17	39	35	9	1	11	2	0	4	0	0	4	4	3	7	2	6	5	1	3	3	0	9	1	2	2	1	0	1	0	2	5	1	4	2	3	0	9	9	14	1	3	0	15	22	1	0	5	1	1	0	4	1	2	1	8	2	11	2	0	2	0	7	0	1	0	3	1	5	7	10	1	5	1	5	3	3	11	1	1	0	0	0	5	8	3	9	4	2	1	1	6	6	3	2	2	2	3
Jeremy Zawodny's blog	2	6	3	8	1	5	4	2	4	1	5	17	7	5	0	6	39	23	0	23	8	20	0	6	3	8	8	3	29	4	3	1	1	24	4	5	21	24	5	0	3	1	14	2	0	1	12	2	7	0	10	2	13	25	8	9	24	28	0	2	4	5	20	6	13	1	6	3	7	5	0	3	0	6	11	16	7	26	4	15	6	62	0	2	0	13	65	0	16	4	9	5	2	0	88	0	7	2	1	3	22	13	1	36	16	1	5	1	7	1	2	3	4	0	6	22	1	9	0	0	4	2	5	111	7	1	9	4	4	8	3	12	2	0	1	6	2	1	0	29	70	63	18	4	9	25	1	7	5	0	3	3	13	2	24	16	2	2	3	0	2	6	2	0	8	2	4	0	0	16	13	2	8	8	23	0	17	15	25	4	1	8	17	21	3	5	9	5	8	1	0	1	5	0	6	5	16	2	0	3	3	2	2	6	2	4	3	23	19	12	0	12	2	1	0	10	12	10	1	2	0	10	15	7	22	8	13	9	5	5	1	5	6	6	0	7	8
Captain's Quarters	0	0	0	1	1	0	2	1	0	0	0	3	7	0	0	0	8	1	1	0	2	2	0	0	1	0	0	0	4	0	0	1	1	4	0	1	4	5	0	1	0	0	3	0	3	0	0	0	2	0	0	0	0	4	4	2	1	3	0	0	0	1	1	0	0	3	2	0	0	1	0	0	0	1	3	0	0	2	1	0	0	1	0	1	2	0	1	0	1	1	3	0	0	0	9	0	1	1	0	0	1	0	1	2	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	0	3	1	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	2	14	1	0	0	2	0	3	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	2	1	0	0	2	2	3	0	3	1	0	0	1	2	2	0	0	1	1	1	0	0	0	1	1	2	1	2	0	0	2	0	1	0	0	0	1	1	0	0	0	0	5	0	0	4	6	0	0	0	0	0	1	3	0	0	4	6	0	1	0	0	0	0	0	0	0	2
plasticbag.org	0	1	0	1	0	2	0	0	1	1	1	1	1	1	0	4	10	3	0	1	2	2	0	0	2	5	0	2	7	2	0	0	0	6	0	0	5	6	0	0	0	0	10	2	1	0	0	2	0	0	0	3	1	5	1	1	2	2	0	1	0	0	3	0	3	0	2	0	3	0	0	0	0	0	0	0	3	1	1	0	1	4	0	1	1	1	3	0	1	0	0	1	1	1	3	1	0	0	2	6	5	1	0	3	1	0	0	0	0	2	0	0	0	1	1	6	1	0	0	0	0	0	1	16	0	0	1	0	0	2	1	0	1	0	1	0	0	0	0	0	11	8	1	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	1	0	0	0	2	0	2	1	0	0	0	0	1	0	1	1	3	0	2	4	1	0	0	0	1	3	0	1	2	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	2	1	2	6	3	2	0	0	1	1	4	0	1	1	0	0	2	1	0	1	0	3	1	0	0	2	0	1	0	1	0
ThinkProgress	0	0	2	6	0	2	1	1	1	0	0	0	1	2	0	2	11	0	0	2	0	4	0	0	1	1	0	1	15	0	0	2	2	5	0	2	3	3	2	0	0	0	1	3	3	0	0	0	0	0	0	0	2	1	2	0	6	0	0	0	1	0	1	2	1	0	0	1	0	0	0	3	0	0	3	0	1	5	0	3	0	4	0	20	4	0	1	0	4	2	6	2	1	3	14	0	0	1	0	0	5	3	0	0	0	1	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	5	0	1	0	0	2	2	0	0	0	0	2	0	0	0	0	0	11	5	20	1	0	0	1	0	0	0	0	0	0	20	1	0	2	1	0	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	2	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	0	0	1	1	3	0	0	0	2	0	1	0	2	0	2	1	1	1	0	8	0	0	0	0	5	4	0	3	0	2	0	3	2	0	3	0	1	0	0	1
blog maverick	0	1	3	3	0	1	1	1	0	0	0	1	1	0	0	0	6	0	0	2	0	2	0	0	1	3	3	1	4	0	0	0	0	3	1	4	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	2	0	2	1	1	0	2	0	1	4	1	1	0	1	0	1	0	0	0	0	0	1	1	2	4	0	4	4	7	0	1	0	2	6	0	0	1	4	0	1	0	12	0	2	1	0	2	3	7	0	13	0	0	1	1	0	0	0	1	0	0	0	0	2	2	0	0	0	1	0	12	1	0	2	0	0	2	0	1	0	0	1	1	1	0	0	11	6	9	2	1	2	1	1	1	0	0	1	2	0	0	1	3	0	1	0	1	1	0	0	0	0	1	2	2	0	1	1	0	0	0	7	0	0	2	3	1	2	1	3	2	1	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	1	1	3	0	0	0	1	4	3	2	3	3	0	0	0	1	5	1	3	0	0	2	5	0	4	2	1	1	2	2	0	3	2	1	1	0	2
gapingvoid: "cartoons drawn on the back of business cards"	0	6	0	2	3	3	0	0	0	0	0	1	0	0	0	0	9	0	1	0	2	11	0	1	0	1	0	0	5	0	1	0	0	4	2	4	0	1	1	0	0	1	1	0	1	0	0	5	1	0	2	2	1	0	0	0	6	0	2	0	0	0	7	0	1	0	0	0	2	1	0	1	0	0	1	2	0	0	1	1	0	1	0	0	0	0	3	0	1	1	0	3	2	0	3	0	0	0	1	0	1	1	0	5	3	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	22	2	1	3	0	0	2	0	0	0	0	1	1	0	2	0	1	3	9	2	1	4	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	7	0	0	0	0	0	2	0	2	0	0	1	1	1	0	2	2	0	0	0	0	4	5	0	1	1	1	1	2	1	0	0	0	2	0	2	0	0	3	0	1	0	0	1	0	1	0	1	2	0	0	0	2	1	2	2	0	4	0	0	1	5	0	0	1	0	2	0	0	4	1	0	0	1	1	1
Topix Blog	0	0	1	5	0	0	0	2	0	1	0	1	4	0	0	3	3	1	1	0	0	2	0	0	2	0	0	1	4	0	2	0	0	9	0	6	5	4	0	0	0	0	2	0	1	2	1	1	0	1	1	0	0	3	1	0	3	3	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	2	1	5	0	1	0	0	4	0	1	0	1	2	3	0	4	4	0	2	0	0	0	3	0	2	1	2	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	2	1	0	2	1	0	1	0	0	1	0	0	0	0	2	0	5	4	19	0	3	4	0	0	0	0	21	0	1	0	0	3	0	0	0	0	0	2	0	0	1	1	0	2	1	0	0	0	0	1	0	1	0	0	5	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	5	1	0	2	0	1	1	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0	1	10	0	0	0	0	0	6	1	6	2	3	0	0	1	0	0	0	0	1	0	1
How to Change the World	1	0	0	8	0	2	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	2	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	4	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	11	0	1	0	0	0	0
Search Engine Watch - Latest	0	5	4	8	1	2	1	0	0	0	0	0	1	0	0	2	15	1	1	1	0	2	0	0	0	0	1	1	11	0	1	2	2	4	0	1	3	1	1	1	0	2	2	1	2	0	0	1	0	1	0	0	1	3	5	2	3	1	5	3	1	1	2	0	0	0	1	0	1	0	1	0	1	0	2	1	0	5	0	3	1	1	0	0	4	0	0	0	3	1	1	2	1	0	6	4	0	0	1	0	2	11	0	11	0	1	3	0	0	0	1	0	0	1	1	0	1	0	9	2	0	1	1	0	1	0	0	1	0	3	1	0	2	1	0	0	1	0	1	12	4	22	2	4	0	2	0	0	1	0	0	1	0	0	0	1	0	1	0	0	2	1	3	1	1	0	0	1	16	0	2	2	1	0	3	0	1	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	2	0	0	0	2	0	2	0	0	4	0	1	0	0	2	4	0	0	1	4	0	3	0	0	0	0	1	0	0	2
Autoblog	1	3	1	1	7	8	14	2	9	1	0	8	28	5	0	3	97	12	1	15	6	14	2	1	10	3	3	2	76	8	8	3	0	57	2	31	29	40	2	2	2	0	23	5	26	4	1	4	19	2	25	3	1	30	39	2	14	11	16	3	3	10	61	4	7	4	7	20	2	16	0	2	0	4	8	3	2	12	1	13	3	31	2	0	1	4	20	11	13	3	20	12	10	0	68	0	13	4	10	0	27	9	1	13	4	0	0	1	3	2	6	13	3	5	12	10	1	3	0	3	1	2	4	26	9	1	5	1	4	25	7	2	2	2	3	0	6	4	0	96	70	123	11	14	15	4	5	7	2	80	2	1	15	2	5	10	3	3	3	1	0	13	1	2	5	3	4	5	0	6	4	3	5	2	21	5	16	14	38	1	3	12	3	5	2	6	8	5	1	1	4	8	9	6	11	11	4	0	5	1	3	0	2	8	4	7	0	8	13	21	4	17	3	2	1	9	26	5	0	3	0	23	22	1	36	18	9	25	8	1	0	3	0	5	3	9	4
Daily Kos	6	31	21	23	4	33	42	4	21	2	8	36	71	14	6	57	214	44	1	63	24	57	7	18	13	30	18	17	300	14	13	7	22	110	19	61	131	100	6	12	13	10	73	4	44	5	12	10	27	6	19	28	16	99	88	34	49	26	2	7	6	23	125	6	17	15	24	6	18	13	7	9	2	29	23	13	21	97	11	45	44	83	2	9	9	17	73	11	30	17	87	40	37	11	330	3	38	11	34	6	101	11	4	83	10	18	7	2	10	3	20	2	12	7	17	29	9	12	1	3	20	10	17	59	22	4	85	7	35	52	9	14	14	16	23	7	43	12	18	209	194	385	62	11	42	21	5	11	16	30	16	22	16	6	49	25	8	18	12	17	2	34	14	17	30	6	15	4	0	36	12	6	15	15	119	3	30	59	100	3	12	79	10	19	11	8	32	6	7	4	14	8	8	11	45	20	46	3	18	38	0	14	17	16	4	22	0	62	30	48	0	55	11	1	6	67	106	7	1	7	1	8	90	10	26	44	57	47	71	14	3	14	32	7	14	12	29
Google Blogoscoped	0	2	2	5	0	5	1	4	4	0	1	3	1	1	0	3	16	4	2	7	1	13	2	0	1	2	1	0	15	0	2	1	0	6	1	5	12	7	1	2	2	0	4	0	1	2	0	5	2	0	4	0	2	4	4	3	3	1	0	0	1	1	7	0	1	0	0	0	4	0	4	0	0	1	0	3	4	7	2	6	3	12	0	2	0	1	6	1	10	0	5	4	0	0	13	1	2	0	1	2	11	8	1	36	1	4	0	0	0	0	0	1	2	1	1	3	0	1	0	0	0	0	2	18	2	1	2	4	4	8	0	0	0	1	4	2	2	0	1	10	14	23	8	3	6	1	0	1	1	0	1	0	2	0	1	5	0	3	1	0	0	3	1	0	3	3	0	0	28	3	1	0	6	3	5	0	6	9	10	0	1	11	4	7	1	0	1	3	0	2	0	1	2	1	4	6	4	0	1	1	2	0	3	0	0	0	1	7	5	5	1	1	0	1	0	1	6	1	0	1	4	3	7	2	3	2	4	5	5	0	0	2	5	0	0	2	4
Deadspin	0	5	2	3	4	5	1	2	0	1	2	3	11	1	2	5	11	3	3	3	2	10	0	1	1	1	0	1	27	2	2	5	1	10	0	4	9	11	0	1	2	0	27	0	2	2	1	0	0	2	3	3	3	9	4	1	1	0	1	2	0	0	10	1	1	0	1	1	2	3	0	2	0	1	4	0	2	3	1	3	3	4	2	0	0	1	6	0	2	1	2	2	2	1	16	0	1	1	0	25	3	5	0	20	0	0	4	3	0	0	0	0	0	1	3	1	0	2	2	1	1	0	0	7	2	0	4	1	2	5	0	2	0	1	0	1	1	2	0	23	13	20	3	3	2	3	1	0	0	0	0	0	2	2	0	0	1	2	0	0	0	2	0	0	3	0	0	0	0	1	1	1	2	2	9	1	7	5	7	2	1	1	1	1	0	0	4	0	2	0	0	0	1	0	4	3	1	2	1	3	2	1	3	1	0	2	0	3	3	3	0	9	2	2	0	8	1	1	2	1	0	1	7	2	2	8	2	3	7	1	0	4	0	1	0	0	1
TMZ.com	0	2	0	0	0	4	0	0	1	1	1	1	7	1	3	3	11	0	1	2	1	3	0	1	0	1	0	0	18	0	3	0	4	5	0	5	3	3	0	0	0	0	0	0	0	0	4	0	0	0	0	3	10	3	4	1	3	4	1	2	0	0	7	2	3	0	0	1	1	3	0	0	0	0	4	0	0	5	0	3	0	5	0	0	0	0	11	2	2	0	1	1	4	2	0	0	0	0	0	0	7	1	0	6	0	0	0	2	0	2	2	0	2	0	3	0	2	2	0	0	2	0	0	6	1	1	7	0	2	4	1	1	0	0	3	2	0	0	0	13	4	20	2	0	6	1	0	0	2	0	0	0	1	2	3	4	0	0	0	1	0	0	0	1	2	0	0	1	0	1	1	1	0	1	3	0	1	1	2	0	0	0	0	5	2	1	2	0	0	1	1	2	0	0	2	0	1	1	1	2	1	12	0	0	0	0	0	3	1	6	0	1	0	0	1	3	0	0	0	0	0	0	1	0	1	7	1	1	4	0	0	1	1	1	0	1	2
Go Fug Yourself	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	13	0	2	3	0	0	0	0	0	0	0	0	5	0	0	0	5	2	1	1	2	2	0	0	10	0	13	0	0	0	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	13	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	1	0	2	1	0	1	0	0	5	0	10	0	0	3	2	0	1	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	15	5	0	0	0	0	1	0	0	1	2	0	3	1	0	10	14	8	1	0	0	0	1	1	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	2	0	0	0	1	11	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	11
O'Reilly Radar	1	0	0	1	0	4	0	0	0	1	1	0	3	0	0	0	5	0	0	1	0	1	4	0	0	1	0	0	7	0	0	0	0	2	0	3	3	0	0	0	1	2	0	1	0	0	2	0	0	0	0	0	1	2	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	3	0	7	1	0	0	2	1	0	1	0	1	2	1	0	6	1	1	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	7	4	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	3	0	0	0	1	0	4	0	0	0	2	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	2	0	0	0	0	0	0	0
Lifehack	0	2	4	10	0	5	0	0	1	8	6	0	0	0	0	0	4	1	0	0	0	1	3	1	4	0	1	0	2	1	0	0	0	5	0	0	6	2	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	8	0	1	1	0	0	0	0	0	6	2	0	0	3	0	0	0	1	0	0	0	0	0	2	0	0	2	7	0	0	23	0	1	0	0	11	1	3	2	0	0	10	0	0	0	2	0	1	25	0	37	0	0	2	0	0	0	3	0	0	3	1	0	0	0	0	0	0	1	0	0	0	3	0	1	0	2	0	0	0	0	1	0	0	0	0	4	3	5	3	6	0	0	0	0	0	0	2	0	20	0	0	0	1	0	0	2	0	0	0	0	3	2	0	0	0	0	0	0	1	4	2	0	1	2	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	4	3	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3	1	0	0	0	4	3	0	2	2	0	2	0	1	0	0	0	0	0	0	0
Lifehacker	1	6	6	12	1	9	1	5	2	0	2	0	4	3	0	4	11	6	1	1	0	1	0	0	5	3	0	2	24	0	3	1	0	22	0	5	2	9	0	0	0	0	32	0	4	2	2	0	1	1	2	2	2	4	2	2	3	4	0	2	2	2	5	0	0	1	5	0	1	3	1	1	2	3	1	2	2	4	0	7	11	15	2	1	0	3	1	1	9	1	3	11	3	1	18	0	1	0	2	25	7	10	2	42	0	0	1	2	1	2	0	10	0	4	1	6	0	0	0	2	0	1	7	15	0	3	0	0	3	12	2	1	0	1	4	1	1	1	0	9	16	19	7	4	3	2	1	0	1	0	0	1	0	0	1	7	2	2	2	2	1	0	1	0	2	0	0	1	3	1	4	1	6	1	5	0	0	5	8	2	1	1	0	0	0	0	1	1	1	3	0	0	0	0	2	0	3	6	0	1	1	0	1	3	2	3	0	6	4	7	1	4	1	0	0	0	6	0	0	0	4	2	3	1	7	5	2	2	1	2	0	11	0	1	1	0	4
Gizmodo	1	1	0	6	3	7	1	1	4	1	0	0	5	3	0	3	9	1	0	1	2	6	2	1	2	0	1	0	38	1	2	4	0	10	0	3	11	10	1	1	0	0	29	1	6	4	0	0	3	0	3	0	0	3	3	1	7	0	0	0	0	1	8	0	0	1	0	0	1	2	0	0	0	0	1	2	1	3	0	9	5	8	12	2	2	1	1	0	5	2	4	2	2	0	21	1	0	1	3	25	6	14	0	27	2	0	1	0	1	0	1	3	1	3	0	3	1	1	3	2	0	4	5	2	3	0	0	0	2	13	1	2	4	1	2	1	1	0	1	16	16	25	4	1	6	2	4	1	1	100	3	3	3	4	1	1	0	2	1	1	0	2	0	0	2	4	2	2	2	2	0	2	7	3	7	1	5	11	14	0	1	1	0	1	0	0	1	1	4	2	0	0	1	0	3	3	4	5	0	10	0	0	0	2	0	2	0	7	3	5	0	6	0	2	1	2	6	0	0	1	0	0	7	2	6	6	4	0	4	2	1	2	1	1	3	0	0
Neil Gaiman's Journal	9	68	33	33	3	16	17	19	26	13	46	55	23	19	18	54	163	41	11	70	12	68	0	10	7	31	31	22	253	17	12	26	39	145	18	74	90	196	5	6	6	0	36	1	4	9	28	3	32	2	29	59	35	127	119	21	65	77	12	12	9	18	119	8	12	0	27	3	28	20	2	7	2	15	17	50	53	54	9	45	50	117	0	6	2	11	185	19	55	17	84	45	13	0	161	6	23	10	11	33	78	24	8	200	25	2	11	3	15	8	2	1	9	14	12	36	5	42	32	5	22	10	8	544	19	11	81	2	13	23	19	20	6	4	15	50	23	12	27	156	315	329	60	27	37	12	6	24	24	413	21	21	30	6	45	40	5	5	11	2	0	22	12	7	17	12	3	7	3	29	17	4	29	35	87	0	58	108	85	3	10	33	103	84	8	69	28	20	27	5	20	5	15	5	38	19	41	14	5	11	4	45	26	30	2	17	18	49	91	78	0	95	10	3	16	53	103	14	32	9	0	5	83	10	28	86	24	48	63	19	83	18	22	5	4	29	27
Steve Pavlina's Personal Development Blog	0	2	4	2	0	2	0	0	1	4	0	0	2	1	0	3	4	1	1	2	0	2	4	0	0	0	1	4	7	2	0	1	0	7	0	0	4	0	0	0	0	3	2	0	0	0	2	0	0	4	0	9	5	0	2	1	2	1	0	1	0	2	10	0	0	0	0	0	4	0	1	0	0	0	1	0	2	1	0	4	1	4	0	3	0	0	2	2	3	0	2	3	0	0	8	2	0	0	2	10	6	3	0	6	0	0	0	0	1	0	0	0	0	1	1	4	0	0	0	0	0	2	3	22	1	0	0	0	1	12	0	0	0	0	5	1	0	0	0	7	6	20	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	1	1	2	0	2	8	0	0	0	0	1	7	0	0	0	1	0	4	0	0	1	0	4	1	1	0	0	1	0	0	1	0	0	0	1	3	4	1	0	0	0	1	0	0	3	0	0	0	0	1	2	1	3	1	0	2	1	1	0	1	0	1	0	0	2
Oilman	0	0	1	3	0	2	0	0	3	1	0	2	2	0	1	4	3	1	2	4	1	2	0	0	1	0	0	2	8	1	1	0	0	0	0	0	3	2	0	2	0	0	2	0	0	0	5	0	1	0	3	1	0	2	5	1	4	0	0	0	2	0	3	1	1	0	0	0	2	1	0	0	0	1	0	0	0	1	0	3	0	5	0	2	2	1	1	0	1	0	2	3	1	0	6	2	1	0	0	0	3	0	0	4	0	2	0	0	0	0	0	2	1	0	0	3	2	0	0	0	0	0	2	24	2	0	0	1	1	3	0	0	0	0	1	1	0	0	0	6	17	9	1	0	2	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	4	0	2	3	2	0	1	2	5	6	0	0	1	0	0	0	2	2	4	1	2	1	1	1	1	2	0	0	1	2	0	1	2	2	0	1	0	0	2	0	1	0	1	0	4	1	0	1	2	0	1	1	1	0	0	3	0	2	0	1	1	0	0
Gawker	0	3	0	1	2	1	1	2	0	0	0	2	8	0	1	3	14	3	4	0	1	1	2	3	0	0	1	1	27	0	1	3	7	9	0	4	3	7	1	0	2	1	25	0	1	1	0	0	1	0	0	8	0	6	9	1	3	1	2	2	1	1	9	1	0	0	1	0	1	2	0	0	0	4	5	1	1	2	0	2	0	0	4	1	0	1	13	1	2	2	5	1	5	0	7	1	2	1	1	24	1	2	0	10	1	0	1	1	0	0	1	1	0	1	0	3	0	0	3	0	1	0	2	4	1	4	3	0	1	7	0	0	0	0	1	1	0	3	1	15	6	24	3	1	6	2	1	1	0	0	0	0	0	1	2	2	1	0	0	1	0	2	0	0	6	0	0	0	0	4	0	0	0	0	0	1	6	6	3	0	2	1	0	3	0	0	1	0	0	0	0	0	0	2	0	1	1	2	0	0	1	3	0	2	0	1	0	2	1	1	0	3	2	0	2	10	2	1	2	1	0	2	7	0	0	3	7	3	2	0	0	2	1	1	1	0	1
Michelle Malkin	0	1	0	3	1	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	5	0	1	3	1	0	0	0	0	0	0	1	0	0	1	0	0	2	0	1	2	4	2	0	0	0	0	0	0	2	2	0	1	0	0	1	0	0	0	0	1	2	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	3	1	0	0	1	0	0	0	0	1	3	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2	1	0	0	0	0	1	0	0	0	1	0	0	1	0	2	3	4	3	2	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	1	3	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	3	2	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0
Wired Top Stories	1	4	1	1	1	3	2	0	0	1	1	1	5	0	2	0	10	0	0	0	0	1	1	1	1	0	2	0	28	0	0	1	0	7	1	6	4	8	0	1	0	0	4	1	2	1	0	0	0	0	1	0	0	8	2	4	3	1	0	0	0	1	1	2	3	3	0	0	0	2	0	0	0	0	0	2	1	1	0	1	2	5	2	0	0	2	0	1	3	1	1	2	0	0	6	0	0	1	1	0	3	1	2	3	0	1	0	0	0	1	0	1	0	0	0	2	1	0	0	1	0	0	2	1	1	0	1	0	1	6	0	0	0	0	0	0	0	0	0	8	9	12	1	0	2	0	2	0	2	100	1	1	0	0	0	3	0	2	1	1	0	1	1	1	0	1	0	1	0	1	0	0	1	1	0	1	2	3	2	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	2	0	6	0	2	0	1	0	0	0	0	1	3	0	3	1	0	0	0	1	1	0	2	0	0	3	2	1	2	1	2	2	1	0	1	0	0	0	0	0
